,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
406,2017-07-24,3.459791832721854,3.155602487593962,3.6723054908641766,3.459791832721854,3.459791832721854,-0.05097430856654489,-0.05097430856654489,-0.05097430856654489,0.028476459987538894,0.028476459987538894,0.028476459987538894,-0.07945076855408378,-0.07945076855408378,-0.07945076855408378,0.0,0.0,0.0,3.4088175241553094
407,2017-07-25,3.458417017434488,3.1489373610111113,3.6600795068837293,3.458417017434488,3.458417017434488,-0.04567199513990782,-0.04567199513990782,-0.04567199513990782,0.029236165090826206,0.029236165090826206,0.029236165090826206,-0.07490816023073403,-0.07490816023073403,-0.07490816023073403,0.0,0.0,0.0,3.41274502229458
408,2017-07-26,3.457042202147122,3.151282710467761,3.682853268492921,3.457042202147122,3.457042202147122,-0.04313753280907684,-0.04313753280907684,-0.04313753280907684,0.026343755798610657,0.026343755798610657,0.026343755798610657,-0.0694812886076875,-0.0694812886076875,-0.0694812886076875,0.0,0.0,0.0,3.413904669338045
409,2017-07-27,3.4556673868597563,3.1512141796658204,3.67369490234893,3.4556673868597563,3.4556673868597563,-0.03882494555110564,-0.03882494555110564,-0.03882494555110564,0.024318621205746564,0.024318621205746564,0.024318621205746564,-0.0631435667568522,-0.0631435667568522,-0.0631435667568522,0.0,0.0,0.0,3.4168424413086504
410,2017-07-30,3.451542940997658,3.167325506139207,3.6951210988074306,3.451542940997658,3.451542940997658,-0.013139704916274683,-0.013139704916274683,-0.013139704916274683,0.025391355569401725,0.025391355569401725,0.025391355569401725,-0.0385310604856764,-0.0385310604856764,-0.0385310604856764,0.0,0.0,0.0,3.4384032360813834
411,2017-07-31,3.450168125710292,3.1884657334425426,3.7166988255281064,3.450168125710292,3.450168125710292,9.375050988201961e-06,9.375050988201961e-06,9.375050988201961e-06,0.028476459987900646,0.028476459987900646,0.028476459987900646,-0.028467084936912437,-0.028467084936912437,-0.028467084936912437,0.0,0.0,0.0,3.4501775007612805
412,2017-08-01,3.4487933104229263,3.210429216291894,3.7232242803465825,3.4487933104229263,3.4487933104229263,0.01173085735929869,0.01173085735929869,0.01173085735929869,0.029236165090704293,0.029236165090704293,0.029236165090704293,-0.017505307731405604,-0.017505307731405604,-0.017505307731405604,0.0,0.0,0.0,3.460524167782225
413,2017-08-02,3.44741849513556,3.219217569210414,3.733826599337639,3.44741849513556,3.44741849513556,0.020660176690238417,0.020660176690238417,0.020660176690238417,0.026343755798729558,0.026343755798729558,0.026343755798729558,-0.005683579108491133,-0.005683579108491133,-0.005683579108491133,0.0,0.0,0.0,3.4680786718257983
414,2017-08-03,3.446043679848194,3.2030550349426847,3.7483170429715917,3.446043679848194,3.446043679848194,0.031266032516874494,0.031266032516874494,0.031266032516874494,0.02431862120570249,0.02431862120570249,0.02431862120570249,0.006947411311172007,0.006947411311172007,0.006947411311172007,0.0,0.0,0.0,3.4773097123650687
415,2017-08-06,3.4419192339860962,3.277398781476056,3.7716098348095213,3.4419192339860962,3.4419192339860962,0.07439062110067618,0.07439062110067618,0.07439062110067618,0.02539135556930002,0.02539135556930002,0.02539135556930002,0.04899926553137616,0.04899926553137616,0.04899926553137616,0.0,0.0,0.0,3.5163098550867726
416,2017-08-07,3.4405444186987304,3.2653348701837075,3.802096552183458,3.4405444186987304,3.4405444186987304,0.09258749648110658,0.09258749648110658,0.09258749648110658,0.028476459987681738,0.028476459987681738,0.028476459987681738,0.06411103649342484,0.06411103649342484,0.06411103649342484,0.0,0.0,0.0,3.533131915179837
417,2017-08-08,3.4391696034113646,3.288099198119706,3.797148204112898,3.4391696034113646,3.4391696034113646,0.10883376067682704,0.10883376067682704,0.10883376067682704,0.029236165090582356,0.029236165090582356,0.029236165090582356,0.07959759558624467,0.07959759558624467,0.07959759558624467,0.0,0.0,0.0,3.5480033640881916
418,2017-08-09,3.4377947881239987,3.318270390894077,3.8250274325864204,3.4377947881239987,3.4377947881239987,0.1216860497374529,0.1216860497374529,0.1216860497374529,0.026343755798748966,0.026343755798748966,0.026343755798748966,0.09534229393870391,0.09534229393870391,0.09534229393870391,0.0,0.0,0.0,3.5594808378614515
419,2017-08-10,3.4364199728366325,3.2991367396833517,3.8286679416330136,3.4364199728366325,3.4364199728366325,0.13554065434278303,0.13554065434278303,0.13554065434278303,0.024318621205923225,0.024318621205923225,0.024318621205923225,0.11122203313685981,0.11122203313685981,0.11122203313685981,0.0,0.0,0.0,3.5719606271794153
420,2017-08-13,3.432295526974535,3.3633827292095906,3.873076039161529,3.432295526974535,3.432295526974535,0.1837778053199333,0.1837778053199333,0.1837778053199333,0.02539135556951884,0.02539135556951884,0.02539135556951884,0.1583864497504144,0.1583864497504144,0.1583864497504144,0.0,0.0,0.0,3.6160733322944685
421,2017-08-14,3.4309207116871687,3.379543998965603,3.899213880218823,3.4309207116871687,3.4309207116871687,0.20199540821361722,0.20199540821361722,0.20199540821361722,0.02847645998773847,0.02847645998773847,0.02847645998773847,0.17351894822587874,0.17351894822587874,0.17351894822587874,0.0,0.0,0.0,3.632916119900786
422,2017-08-15,3.429545896399803,3.3804074183651243,3.893719125223434,3.429545896399803,3.429545896399803,0.21738483798562297,0.21738483798562297,0.21738483798562297,0.02923616509056871,0.02923616509056871,0.02923616509056871,0.18814867289505424,0.18814867289505424,0.18814867289505424,0.0,0.0,0.0,3.646930734385426
